"PID","Remarks","PDate","Aq","AR","MQ","MR","BQ","BR","SQ","SR","WR","EE","APKR","MPKR","BPKR","SPKR","Gain","Aq1","AR1"
"624","آٹا نمبر 2      نیو     ریشو","10/31/2018 12:00:00 AM","180","680","30","3350","15","800","0","0","1315","75","12","60","12","0","3","0","0"
"625"," آفتاب           آٹا نمبر 1      نیو     ریشو","11/22/2018 12:00:00 AM","220","723","23","3325","44","810","0","0","1310","75","12","60","0","12","3","0","0"
"626","صوفی آٹا نمبر 1      نیو     ریشو","11/22/2018 12:00:00 AM","225","710","28","3300","44","880","0","0","1315","75","12","60","12","0","3","0","0"
"627","آٹا نمبر2-1-1      نیو     ریشو","11/22/2018 12:00:00 AM","200","675","30","3300","20","880","0","0","1315","75","12","60","12","0","3","0","0"
"628","آٹا نمبر 2      نیو     ریشو","11/22/2018 12:00:00 AM","180","670","30","3300","15","880","0","0","1315","75","12","60","12","0","3","0","0"
"629"," آفتاب           آٹا نمبر 1      نیو     ریشو","2/9/2019 12:00:00 AM","220","720","23","3325","44","820","0","0","1310","75","12","60","12","0","3","0","0"
"630","صوفی آٹا نمبر 1      نیو     ریشو","2/9/2019 12:00:00 AM","250","715","16","3325","28","820","0","0","1310","75","12","60","12","0","3","0","0"
"631","آٹا نمبر2-1-1      نیو     ریشو","2/9/2019 12:00:00 AM","200","685","30","3250","20","770","0","0","1310","75","12","60","12","0","3","0","0"
"632","آٹا نمبر 2      نیو     ریشو","2/9/2019 12:00:00 AM","180","670","30","3325","15","800","0","0","1310","75","12","60","12","0","3","0","0"
"633"," آفتاب           آٹا نمبر 1      نیو     ریشو","3/20/2019 12:00:00 AM","220","715","23","3275","44","770","0","0","1290","75","12","60","12","0","3","0","0"
"634","صوفی آٹا نمبر 1      نیو     ریشو","3/20/2019 12:00:00 AM","225","710","28","3300","43","770","0","0","1305","75","12","60","12","0","3","0","0"
"635","آٹا نمبر2-1-1      نیو     ریشو","3/20/2019 12:00:00 AM","200","670","30","3300","21","770","0","0","1305","75","12","60","12","0","3","0","0"
"636","آٹا نمبر 2      نیو     ریشو","3/20/2019 12:00:00 AM","180","660","30","3300","16","770","0","0","1305","75","12","60","12","0","3","0","0"
"637"," آفتاب           آٹا نمبر 1      نیو     ریشو","4/2/2019 12:00:00 AM","220","710","23","3250","44","800","0","0","1280","75","12","60","12","0","3","0","0"
"638","صوفی آٹا نمبر 1      نیو     ریشو","4/2/2019 12:00:00 AM","225","690","28","3200","43","800","0","0","1270","75","12","60","12","0","3","0","0"
"639","آٹا نمبر2-1-1      نیو     ریشو","4/2/2019 12:00:00 AM","200","660","30","3250","23","800","0","0","1280","75","12","60","12","0","3","0","0"
"640","آٹا نمبر 2      نیو     ریشو","4/2/2019 12:00:00 AM","180","645","30","3200","17","800","0","0","1270","75","12","60","12","0","3","0","0"
"641"," آفتاب           آٹا نمبر 1      نیو     ریشو","4/10/2019 12:00:00 AM","220","700","23","3175","44","810","0","0","1265","75","12","60","12","0","3","0","0"
"642","صوفی آٹا نمبر 1      نیو     ریشو","4/10/2019 12:00:00 AM","225","680","28","3175","43","810","0","0","1265","75","12","60","12","0","3","0","0"
"643","آٹا نمبر2-1-1      نیو     ریشو","4/10/2019 12:00:00 AM","200","655","30","3175","23","810","0","0","1265","75","12","60","12","0","3","0","0"
"644","آٹا نمبر2-1-1      نیو     ریشو","4/10/2019 12:00:00 AM","180","640","30","3175","17","810","0","0","1265","75","12","60","12","0","3","0","0"
"645"," آفتاب           آٹا نمبر 1      نیو     ریشو","4/14/2019 12:00:00 AM","220","690","23","3150","44","800","0","0","1250","75","12","60","12","0","3","0","0"
"646","صوفی آٹا نمبر 1      نیو     ریشو","4/14/2019 12:00:00 AM","225","675","28","3150","43","800","0","0","1250","75","12","60","12","0","3","0","0"
"647","آٹا نمبر2-1-1      نیو     ریشو","4/14/2019 12:00:00 AM","200","645","30","3150","23","760","0","0","1255","75","12","60","12","0","3","0","0"
"648","آٹا نمبر 2      نیو     ریشو","4/14/2019 12:00:00 AM","180","635","30","3150","17","800","0","0","1250","75","12","60","12","0","3","0","0"
"649"," آفتاب           آٹا نمبر 1      نیو     ریشو","4/27/2019 12:00:00 AM","220","685","23","3050","44","760","0","0","1225","75","12","60","12","0","3","0","0"
"650","صوفی آٹا نمبر 1      نیو     ریشو","4/27/2019 12:00:00 AM","225","680","28","3050","43","760","0","0","1225","75","12","60","12","0","3","0","0"
"651","آٹا نمبر2-1-1      نیو     ریشو","4/27/2019 12:00:00 AM","200","640","30","3050","23","760","0","0","1225","75","12","60","12","0","3","0","0"
"652","آٹا نمبر 2      نیو     ریشو","4/27/2019 12:00:00 AM","195","625","36","3050","22","760","0","0","1225","75","12","60","12","0","3","0","0"
"653"," آفتاب           آٹا نمبر 1      نیو     ریشو","4/28/2019 12:00:00 AM","220","690","23","3050","44","750","0","0","1225","75","12","60","12","0","3","0","0"
"654","صوفی آٹا نمبر 1      نیو     ریشو","4/28/2019 12:00:00 AM","275","680","16","3050","30","760","0","0","1225","75","12","60","12","0","3","0","0"
"655","آٹا نمبر2-1-1      نیو     ریشو","4/28/2019 12:00:00 AM","200","640","30","3050","22","760","0","0","1225","75","12","60","12","0","3","0","0"
"656","آٹا نمبر 2      نیو     ریشو","4/28/2019 12:00:00 AM","180","625","30","3050","17","760","0","0","1225","75","12","60","12","0","3","0","0"
"657"," آفتاب           آٹا نمبر 1      نیو     ریشو","5/4/2019 12:00:00 AM","220","720","23","3150","44","780","0","0","1280","75","12","60","12","0","3","0","0"
"658","صوفی آٹا نمبر 1      نیو     ریشو","5/4/2019 12:00:00 AM","275","700","16","3150","29","780","0","0","1280","75","12","60","12","0","3","0","0"
"659","آٹا نمبر2-1-1      نیو     ریشو","5/4/2019 12:00:00 AM","200","675","30","3150","22","780","0","0","1280","75","12","60","12","0","3","0","0"
"660","آٹا نمبر 2      نیو     ریشو","5/4/2019 12:00:00 AM","180","675","30","3150","17","780","0","0","1280","75","12","60","12","0","3","0","0"
"661"," آفتاب           آٹا نمبر 1      نیو     ریشو","5/6/2019 12:00:00 AM","220","725","23","3250","44","800","0","0","1300","75","12","60","12","0","3","0","0"
"662","صوفی آٹا نمبر 1      نیو     ریشو","5/6/2019 12:00:00 AM","210","1350","23","5800","44","1380","0","0","2350","125","19","70","22","0","3","0","0"
"663","آٹا نمبر2-1-1      نیو     ریشو","5/6/2019 12:00:00 AM","200","837","30","5400","24","1180","0","0","1550","110","12","60","12","0","3","0","0"
"664","آٹا نمبر 2      نیو     ریشو","5/6/2019 12:00:00 AM","210","837","28","5475","40","1200","0","0","1545","110","13","60","12","0","3","0","0"
