"PID","Remarks","PDate","Aq","AR","Aq1","AR1","MQ","MR","BQ","BR","SQ","SR","WR","EE","APKR","MPKR","BPKR","SPKR","Gain"
"284","    آٹا نمبر 1      نیو     ریشو","6/10/2013 12:00:00 AM","175","670","","","22","3250","32","640","0","0","1250","48","9","47","12","0","0"
"285","    آٹا نمبر 1      نیو     ریشو     افغانستان","6/10/2013 12:00:00 AM","220","660","","","32","3250","38","640","0","0","1250","48","9","47","12","0","0"
"286","    آٹا نمبر 1      نیو     ریشو     افغانستان","6/10/2013 12:00:00 AM","175","680","","","25","3350","30","600","0","0","1290","48","9","47","12","0","0"
"287","آٹا نمبر 2      نیو     ریشو","6/11/2013 12:00:00 AM","195","630","","","36","3300","20","640","0","0","1270","48","9","47","12","0","3"
"288","آٹا نمبر 2      نیو     ریشو","6/11/2013 12:00:00 AM","150","630","","","28","3300","14","640","0","0","1270","48","9","47","12","0","3"
"289","آٹا نمبر2-1-1      نیو     ریشو","6/11/2013 12:00:00 AM","220","630","","","36","3250","28","640","0","0","1250","48","9","47","12","0","0"
"290","آٹا نمبر2-1-1      نیو     ریشو","6/11/2013 12:00:00 AM","170","630","","","28","3250","22","640","0","0","1250","48","9","47","12","0","0"
"291","آٹا نمبر 2      نیو     ریشو","6/24/2013 12:00:00 AM","195","650","","","36","3300","20","640","0","0","1290","48","9","47","12","0","0"
"292","آٹا نمبر2-1-1      نیو     ریشو","7/7/2013 12:00:00 AM","220","660","","","36","3350","28","600","0","0","1290","48","9","47","12","0","3"
"293","آٹا نمبر 2      نیو     ریشو","7/7/2013 12:00:00 AM","195","650","","","36","3350","20","600","0","0","1290","48","9","47","12","0","0"
"294","    آٹا نمبر 1      نیو     ریشو     افغانستان","7/7/2013 12:00:00 AM","220","680","","","32","3350","38","600","0","0","1290","48","9","47","12","0","3"
"295","    آٹا نمبر 1      نیو     ریشو","7/7/2013 12:00:00 AM","225","685","","","28","3350","41","600","0","0","1290","48","9","47","12","0","0"
"296","    آٹا نمبر 1      نیو     ریشو","7/22/2013 12:00:00 AM","225","740","","","28","3500","41","620","0","0","1365","48","9","47","12","0","3"
"297","    آٹا نمبر 1      نیو     ریشو     افغانستان","7/22/2013 12:00:00 AM","220","745","","","32","3600","38","680","0","0","1400","50","9","47","12","0","3"
"298","آٹا نمبر 2      نیو     ریشو","7/22/2013 12:00:00 AM","195","700","","","36","3500","20","620","0","0","1400","48","9","47","12","0","3"
"299","آٹا نمبر2-1-1      نیو     ریشو","7/22/2013 12:00:00 AM","220","720","","","36","3500","28","620","0","0","1375","48","9","47","12","0","3"
"300","    آٹا نمبر 1      نیو     ریشو","8/25/2013 12:00:00 AM","225","755","","","28","3600","41","680","0","0","1400","50","8","46","12","0","3"
"301","    آٹا نمبر 1      نیو     ریشو","11/19/2013 12:00:00 AM","225","845","","","28","4050","41","760","0","0","1600","60","9","48","12","0","3"
"302","آٹا نمبر 2      نیو     ریشو","11/19/2013 12:00:00 AM","195","800","","","36","4050","20","760","0","0","1600","60","9","48","12","0","3"
"303","    آٹا نمبر 1      نیو     ریشو     افغانستان","11/19/2013 12:00:00 AM","220","825","","","32","4050","38","760","0","0","1600","60","9","48","12","0","3"
"304","    آٹا نمبر 1      نیو     ریشو     افغانستان","1/27/2014 12:00:00 AM","220","805","","","32","3700","38","760","0","0","1376","60","11","48","12","0","3"
"305","آٹا نمبر 2      نیو     ریشو","1/27/2014 12:00:00 AM","195","770","","","36","3750","20","630","0","0","1400","70","11","48","12","0","0"
"306","آٹا نمبر2-1-1      نیو     ریشو","1/27/2014 12:00:00 AM","220","765","","","36","3700","28","660","0","0","1376","60","11","48","12","0","3"
"307","    آٹا نمبر 1      نیو     ریشو     افغانستان","3/24/2014 12:00:00 AM","220","800","","","32","3750","38","630","0","0","1400","70","10","47","12","0","0"
"308","آٹا نمبر 2      نیو     ریشو","3/24/2014 12:00:00 AM","195","780","","","36","3800","20","650","0","0","1475","70","10","47","12","0","0"
"309","آٹا نمبر2-1-1      نیو     ریشو","3/24/2014 12:00:00 AM","220","790","","","36","3800","28","650","0","0","1475","70","10","47","12","0","0"
"310","    آٹا نمبر 1      نیو     ریشو     افغانستان","4/14/2014 12:00:00 AM","220","710","","","32","3550","38","620","0","0","1250","70","12","47","12","0","0"
"311","آٹا نمبر2-1-1      نیو     ریشو","4/14/2014 12:00:00 AM","220","690","","","36","3550","30","620","0","0","1250","70","12","47","12","0","0"
"312","آٹا نمبر 2      نیو     ریشو","4/14/2014 12:00:00 AM","195","680","","","36","3550","20","600","0","0","1250","70","12","47","12","0","0"
"313","    آٹا نمبر 1      نیو     ریشو","4/14/2014 12:00:00 AM","225","720","","","28","3550","41","620","0","0","1250","70","12","47","12","0","0"
"314","    آٹا نمبر 1      نیو     ریشو","4/21/2014 12:00:00 AM","225","670","","","28","3375","41","620","0","0","1225","70","12","47","12","0","3"
"315","آٹا نمبر 2      نیو     ریشو","4/21/2014 12:00:00 AM","195","630","","","36","3375","20","620","0","0","1225","70","12","47","12","0","3"
"316","آٹا نمبر2-1-1      نیو     ریشو","4/21/2014 12:00:00 AM","220","650","","","36","3375","30","620","0","0","1225","70","12","47","12","0","3"
"317","    آٹا نمبر 1      نیو     ریشو     افغانستان","4/21/2014 12:00:00 AM","220","660","","","32","3375","38","620","0","0","1225","70","12","47","12","0","3"
"318","    آٹا نمبر 1      نیو     ریشو","4/23/2014 12:00:00 AM","225","665","","","28","3300","41","620","0","0","1200","70","12","47","12","0","0"
"319","    آٹا نمبر 1      نیو     ریشو     افغانستان","4/23/2014 12:00:00 AM","220","650","","","32","3300","38","620","0","0","1200","70","12","47","12","0","0"
"320","آٹا نمبر2-1-1      نیو     ریشو","4/23/2014 12:00:00 AM","220","640","","","36","3300","30","620","0","0","1200","70","12","47","12","0","0"
"321","آٹا نمبر 2      نیو     ریشو","4/23/2014 12:00:00 AM","195","620","","","36","3300","20","620","0","0","1200","70","12","47","12","0","0"
"322","آٹا نمبر 2      نیو     ریشو","5/15/2014 12:00:00 AM","195","640","","","36","3200","20","600","0","0","1240","70","12","45","12","0","3"
"323","    آٹا نمبر 1      نیو     ریشو     افغانستان","5/15/2014 12:00:00 AM","220","680","","","32","3200","22","600","0","0","1240","70","12","45","12","0","3"
"324","    آٹا نمبر 1      نیو     ریشو","5/15/2014 12:00:00 AM","225","700","","","28","3200","41","600","0","0","1240","70","12","45","12","0","3"
"325","آٹا نمبر2-1-1      نیو     ریشو","5/15/2014 12:00:00 AM","220","660","","","36","3200","30","600","0","0","1240","70","12","45","12","0","3"
"326","    آٹا نمبر 1      نیو     ریشو","5/18/2014 12:00:00 AM","225","700","","","28","3175","41","600","0","0","1250","50","12","47","12","0","3"
"327","    آٹا نمبر 1      نیو     ریشو     افغانستان","5/18/2014 12:00:00 AM","220","660","","","32","3175","38","600","0","0","1250","50","12","47","12","0","3"
"328","آٹا نمبر2-1-1      نیو     ریشو","5/18/2014 12:00:00 AM","220","660","","","36","3175","30","600","0","0","1250","50","12","45","12","0","3"
"329","آٹا نمبر 2      نیو     ریشو","5/18/2014 12:00:00 AM","195","625","","","36","3350","21","650","0","0","1250","60","12","47","12","0","0"
"330","    آٹا نمبر 1      نیو     ریشو","7/6/2014 12:00:00 AM","225","758","","","28","3680","40","650","0","0","1380","70","11","47","13","0","0"
"331","    آٹا نمبر 1      نیو     ریشو     افغانستان","7/6/2014 12:00:00 AM","220","700","","","32","3350","38","620","0","0","1280","70","11","47","13","0","3"
"332","آٹا نمبر 2      نیو     ریشو","7/6/2014 12:00:00 AM","195","670","","","36","3350","20","620","0","0","1280","70","11","47","12","0","3"
"333","آٹا نمبر2-1-1      نیو     ریشو","7/6/2014 12:00:00 AM","300","740","","","25","3680","22","650","0","0","1380","70","11","47","13","0","0"
"334","    آٹا نمبر 1      نیو     ریشو","8/6/2014 12:00:00 AM","225","758","","","28","3680","41","650","0","0","1380","70","11","47","12","0","3"
"335","    آٹا نمبر 1      نیو     ریشو","8/6/2014 12:00:00 AM","300","758","","","20","3680","35","650","0","0","1380","70","11","47","12","0","3"
"336","آٹا نمبر 2      نیو     ریشو","8/6/2014 12:00:00 AM","195","715","","","36","3680","20","650","0","0","1380","70","11","47","12","0","0"
"337","آٹا نمبر 2      نیو     ریشو","8/23/2014 12:00:00 AM","195","670","","","36","3700","20","670","0","0","1345","70","12","45","14","0","0"
"338","    آٹا نمبر 1      نیو     ریشو","8/23/2014 12:00:00 AM","225","720","","","28","3700","41","670","0","0","1345","70","12","45","14","0","0"
"339","آٹا نمبر2-1-1      نیو     ریشو","8/23/2014 12:00:00 AM","220","680","","","36","3550","30","640","0","0","1335","70","12","42","14","0","0"
"340","    آٹا نمبر 1      نیو     ریشو","12/6/2014 12:00:00 AM","225","710","","","28","3400","41","680","0","0","1315","70","12","42","12","0","3"
"341","آٹا نمبر2-1-1      نیو     ریشو","12/6/2014 12:00:00 AM","220","685","","","36","3450","30","650","0","0","1325","70","12","42","12","0","3"
"342","آٹا نمبر 2      نیو     ریشو","12/6/2014 12:00:00 AM","195","670","","","36","3450","20","650","0","0","1325","70","12","42","12","0","3"
"343","آٹا نمبر 2      نیو     ریشو","12/24/2014 12:00:00 AM","195","665","","","36","3400","20","680","0","0","1310","70","12","45","12","0","3"
"344","آٹا نمبر2-1-1      نیو     ریشو","1/27/2015 12:00:00 AM","100","600","60","650","30","3150","23","840","0","0","1190","70","10","45","12","0","4"
